Car_Name,Selling_Price,km_driven,Fuel_Type,Seller_Type,Transmission
Hyundai Creta 1.6 E Plus,850000,12500,Petrol,Individual,Manual
Maruti Eeco CNG 5 Seater AC BSIV,470000,4000,CNG,Individual,Manual
Ford Figo 1.2P Titanium MT,600000,25000,Petrol,Individual,Manual
Toyota Innova 2.5 G (Diesel) 7 Seater,700000,70000,Diesel,Individual,Manual
Maruti Wagon R LXI DUO BSIII,70000,162000,Petrol,Individual,Manual
Toyota Fortuner 3.0 Diesel,1250000,205000,Diesel,Individual,Manual
Audi A6 2.8 FSI,650000,70000,Petrol,Individual,Automatic
Hyundai Xcent 1.2 CRDi S,450000,70000,Diesel,Individual,Manual
Mahindra XUV500 W8 2WD,750000,100000,Diesel,Individual,Manual
Toyota Innova 2.5 G (Diesel) 7 Seater,775000,70000,Diesel,Individual,Manual
Hyundai Santa Fe 4X4,800000,220000,Diesel,Individual,Manual
Honda Amaze E i-Vtech,360000,80000,Petrol,Individual,Manual
Toyota Corolla Altis Diesel D4DG,250000,120000,Diesel,Individual,Manual
Jeep Compass 2.0 Longitude Option BSIV,1490000,22038,Diesel,Individual,Manual
Nissan Terrano XL 110 PS,600000,80000,Diesel,Individual,Manual
Maruti Alto LX,120000,90000,Petrol,Individual,Manual
Tata New Safari DICOR 2.2 EX 4x2,320000,140000,Diesel,Individual,Manual
Mahindra Thar 4X2,400000,120000,Diesel,Individual,Manual
Maruti Swift Dzire ZDI,302000,60000,Diesel,Individual,Manual
Chevrolet Beat Diesel LT,130000,80000,Diesel,Individual,Manual
Maruti Swift Dzire LXI Option,150000,60000,Petrol,Individual,Manual
Tata Indica Vista Aura Plus 1.3 Quadrajet,200000,90000,Diesel,Individual,Manual
Toyota Innova 2.5 G1 BSIV,950000,80000,Diesel,Individual,Manual
Maruti Swift Vdi BSIII,120000,175000,Diesel,Individual,Manual
Mahindra XUV500 W7 BSIV,1400000,10000,Diesel,Individual,Manual
Hyundai i20 1.2 Asta Option,620000,65000,Petrol,Individual,Manual
Toyota Innova 2.5 GX 8 STR BSIV,449000,90000,Diesel,Individual,Manual
Maruti Alto LXi,100000,70000,Petrol,Individual,Manual
Hyundai Grand i10 1.2 Kappa Sportz BSIV,600000,2500,Petrol,Individual,Manual
Honda Amaze VX i-DTEC,700000,35000,Diesel,Individual,Manual
Chevrolet Beat Diesel LT,250000,40000,Diesel,Individual,Manual
Maruti Baleno RS 1.0 Petrol,550000,63000,Petrol,Individual,Manual
Skoda Superb Ambition 2.0 TDI CR AT,675000,88000,Diesel,Dealer,Automatic
Nissan Terrano XL Plus 85 PS,530000,55000,Diesel,Dealer,Manual
Chevrolet Enjoy TCDi LT 7 Seater,325000,71014,Diesel,Dealer,Manual
Renault Scala Diesel RxL,370000,60000,Diesel,Dealer,Manual
Skoda Rapid 1.5 TDI Ambition,360000,70000,Diesel,Individual,Manual
Skoda Superb LK 1.8 TSI AT,650000,60000,Petrol,Dealer,Automatic
Ford Fiesta 1.5 TDCi Titanium,199000,92000,Diesel,Dealer,Manual
Mahindra Quanto C6,285000,89126,Diesel,Individual,Manual
Volkswagen Jetta 1.9 TDI Comfortline DSG,260000,134000,Diesel,Individual,Automatic
Maruti Ciaz 1.4 AT Zeta,869999,15000,Petrol,Dealer,Automatic
Hyundai Grand i10 1.2 CRDi Magna,425000,42500,Diesel,Dealer,Manual
Chevrolet Cruze LTZ AT,490000,42000,Diesel,Dealer,Automatic
Mahindra XUV500 AT W8 FWD,750000,70000,Diesel,Individual,Automatic
Honda City 1.5 EXI,125000,110000,Petrol,Individual,Manual
Fiat Linea 1.3 Emotion,221000,131365,Diesel,Individual,Manual
Volkswagen Vento 1.5 TDI Highline AT,724000,48980,Diesel,Dealer,Automatic
Honda Amaze VX AT i-Vtech,440000,46000,Petrol,Dealer,Automatic
Chevrolet Spark 1.0 LS,70000,60000,Petrol,Individual,Manual
Maruti Baleno Delta Diesel,511000,58000,Diesel,Dealer,Manual
Maruti S-Cross Alpha DDiS 200 SH,790000,22000,Diesel,Dealer,Manual
Hyundai i20 1.2 Asta Option,640000,37000,Petrol,Individual,Manual
Hyundai Santro Xing GLS,120000,70000,Petrol,Individual,Manual
Chevrolet Beat Diesel LT,126000,98900,Diesel,Individual,Manual
Chevrolet Beat Diesel LT,120000,125000,Diesel,Individual,Manual
Mahindra TUV 300 T4 Plus,650000,60000,Diesel,Individual,Manual
Hyundai Grand i10 Asta,450000,80000,Petrol,Individual,Manual
Maruti Zen Estilo LXI Green (CNG),110000,80000,CNG,Individual,Manual
Mahindra Bolero Power Plus Plus AC BSIV PS,600000,40000,Diesel,Individual,Manual
Mahindra XUV500 W8 4WD,620000,80000,Diesel,Individual,Manual
Ford Ecosport 1.5 DV5 MT Titanium,600000,30000,Diesel,Individual,Manual
Mahindra Bolero Power Plus ZLX,795000,35000,Diesel,Individual,Manual
Tata Winger Deluxe - Hi Roof (AC),300000,180000,Diesel,Individual,Manual
Renault Lodgy 85PS RxL,495000,60000,Diesel,Individual,Manual
Audi A4 3.0 TDI Quattro,1580000,86000,Diesel,Dealer,Automatic
Audi Q3 2.0 TDI Quattro Premium Plus,1750000,127643,Diesel,Dealer,Automatic
Tata Hexa XTA,1350000,34000,Diesel,Individual,Automatic
Mahindra Xylo D4,350000,145000,Diesel,Individual,Manual
Datsun RediGO AMT 1.0 S,300000,25000,Petrol,Individual,Automatic
Tata Zest Revotron 1.2T XMS,400000,54000,Petrol,Dealer,Manual
Audi A6 2.0 TDI  Design Edition,1750000,102354,Diesel,Dealer,Automatic
Maruti Zen LX,70000,70000,Petrol,Individual,Manual
Nissan Sunny XL D,500000,70000,Diesel,Individual,Manual
Audi Q3 35 TDI Quattro Technology,2575000,36000,Diesel,Dealer,Automatic
Honda Brio VX,345000,58000,Petrol,Dealer,Manual
Tata Indigo CR4,220000,100000,Diesel,Individual,Manual
Audi Q5 2.0 TFSI Quattro Premium Plus,1850000,62237,Petrol,Dealer,Automatic
Hyundai Santro Xing XL eRLX Euro III,114999,90000,Petrol,Dealer,Manual
Maruti 800 AC,50000,100000,Petrol,Individual,Manual
Honda Jazz Select Edition,585000,14000,Petrol,Dealer,Manual
Ford EcoSport 1.5 TDCi Titanium BSIV,950000,21394,Diesel,Dealer,Manual
Maruti Swift Dzire AMT VXI,625000,13800,Petrol,Individual,Automatic
Hyundai Creta 1.6 SX Automatic,1035000,23000,Petrol,Dealer,Automatic
Datsun GO T Petrol,310000,32686,Petrol,Dealer,Manual
Mahindra Xylo D4,600000,99700,Diesel,Individual,Manual
Toyota Fortuner 2.8 4WD AT BSIV,3100000,5000,Diesel,Individual,Automatic
Honda City i-DTEC SV,650000,49654,Diesel,Dealer,Manual
Hyundai Grand i10 Asta,550000,45457,Petrol,Dealer,Manual
Hyundai Creta 1.6 CRDi SX,1260000,39221,Diesel,Dealer,Manual
Hyundai i20 Sportz 1.2,660000,48220,Petrol,Dealer,Manual
Hyundai i20 Sportz 1.2,700000,11114,Petrol,Dealer,Manual
Hyundai Getz 1.5 CRDi GVS,235000,60208,Diesel,Dealer,Manual
Volkswagen Vento 1.5 TDI Highline,475000,80000,Diesel,Dealer,Manual
Mercedes-Benz E-Class 280 CDI Elegance,795000,98600,Diesel,Dealer,Automatic
Audi RS7 2015-2019 Sportback Performance,8900000,13000,Petrol,Dealer,Automatic
Audi Q5 3.0 TDI Quattro Technology,3200000,30000,Diesel,Dealer,Automatic
MG Hector Smart AT,1860000,18000,Petrol,Dealer,Automatic
Land Rover Range Rover 4.4 Diesel LWB Vogue SE,4200000,100000,Diesel,Dealer,Automatic
Honda City VX CVT,850000,58000,Petrol,Dealer,Automatic
Mahindra Xylo D4,585000,85441,Diesel,Dealer,Manual
Mahindra Verito 1.5 D4 BSIV,380000,64541,Diesel,Dealer,Manual
Maruti Swift Dzire VDI,650000,35000,Diesel,Individual,Manual
Maruti Swift ZXI Plus,600000,30000,Petrol,Individual,Manual
Nissan Micra Active XV,434999,16267,Petrol,Dealer,Manual
Volkswagen Vento 1.5 TDI Highline,525000,71500,Diesel,Dealer,Manual
BMW 5 Series 520d Luxury Line,4800000,12999,Diesel,Dealer,Automatic
Chevrolet Aveo U-VA 1.2 LS,160000,80000,Petrol,Individual,Manual
Maruti Zen Estilo 1.1 LXI BSIII,160000,90000,Petrol,Individual,Manual
Chevrolet Spark 1.0 LT,125000,28000,Petrol,Individual,Manual
Mahindra Bolero Power Plus Plus AC BSIV PS,430000,200000,Diesel,Individual,Manual
Hyundai Creta 1.6 VTVT S,900000,14700,Petrol,Individual,Manual
Maruti Alto LX,61000,90000,Petrol,Individual,Manual
Maruti Wagon R LXI BS IV,400000,50000,Petrol,Individual,Manual
Hyundai Santro Xing XS,150000,100000,Petrol,Individual,Manual
Volkswagen Polo GT 1.0 TSI,950000,24000,Petrol,Individual,Automatic
Tata Indigo CR4,220000,100000,Diesel,Individual,Manual
Hyundai Getz GLX,110000,90000,Petrol,Individual,Manual
Tata Bolt Revotron XM,375000,30000,Petrol,Individual,Manual
Datsun GO Plus T Option,350000,80000,Petrol,Individual,Manual
Hyundai i20 Magna 1.4 CRDi (Diesel),310000,92686,Diesel,Dealer,Manual
Tata Indica GLS BS IV,90000,300000,Petrol,Individual,Manual
Volkswagen Vento Petrol Highline,350000,90000,Petrol,Individual,Manual
Hyundai Santro LS zipPlus,100000,60000,Petrol,Individual,Manual
Mahindra XUV500 AT W6 2WD,1300000,40000,Diesel,Individual,Automatic
Maruti Wagon R LXI,70000,90000,Petrol,Individual,Manual
Chevrolet Sail Hatchback LT ABS,225000,80000,Diesel,Individual,Manual
Honda City 1.3 EXI,145000,100000,Petrol,Individual,Manual
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,930000,20000,Diesel,Individual,Manual
Maruti Swift VXI,550000,51000,Petrol,Individual,Manual
Maruti Alto LX BSIII,85000,120000,Petrol,Individual,Manual
Hyundai EON Era Plus Sports Edition,280000,55000,Petrol,Individual,Manual
Hyundai EON Magna Plus,360000,6000,Petrol,Individual,Manual
Maruti Alto LXi,150000,40000,Petrol,Individual,Manual
Skoda Rapid 1.6 MPI AT Ambition BSIV,900000,15000,Petrol,Individual,Automatic
Ambassador CLASSIC 1500 DSL AC,120000,50000,Diesel,Individual,Manual
Fiat Linea T Jet Emotion,215000,90000,Petrol,Individual,Manual
Renault Scala Diesel RxL,550000,38500,Diesel,Individual,Manual
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,775000,35000,Petrol,Individual,Manual
Maruti Gypsy King HT BSIV,409999,49359,Petrol,Individual,Manual
Maruti 800 AC Uniq,65000,70000,Petrol,Individual,Manual
Maruti Wagon R LXI Minor,200000,90000,Petrol,Individual,Manual
Maruti Wagon R VXI BS IV,240000,50000,Petrol,Individual,Manual
Toyota Innova 2.5 VX 8 STR,800000,108731,Diesel,Individual,Manual
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,400000,120000,Diesel,Individual,Manual
Tata Sumo Gold EX BSIII,500000,60000,Diesel,Individual,Manual
Mahindra Renault Logan 1.5 DLX Diesel,150000,90000,Diesel,Individual,Manual
Toyota Etios GD,500000,140000,Diesel,Individual,Manual
Hyundai EON Magna Plus,320000,80000,Petrol,Individual,Manual
Nissan Micra Diesel XV,300000,90000,Diesel,Individual,Manual
Renault Lodgy Stepway 85PS RXZ 8S,650000,40000,Diesel,Individual,Manual
Maruti Alto 800 LXI,285000,14000,Petrol,Individual,Manual
Tata Aria Pleasure 4x2,360000,70000,Diesel,Individual,Manual
Honda Accord 2.4 MT,450000,55000,Petrol,Individual,Manual
Maruti Alto LXi,175000,60000,Petrol,Individual,Manual
Chevrolet Cruze LT,350000,74000,Diesel,Individual,Manual
Ford Figo Aspire 1.5 TDCi Titanium,530000,45000,Diesel,Dealer,Manual
Honda City i-DTEC ZX,1025000,38000,Diesel,Dealer,Manual
Honda BR-V i-DTEC VX MT,950000,24000,Diesel,Dealer,Manual
Honda WR-V i-VTEC VX,725000,29976,Petrol,Dealer,Manual
Honda City i VTEC VX,919999,41000,Petrol,Dealer,Manual
Honda Jazz 1.5 V i DTEC,700000,15000,Diesel,Dealer,Manual
Honda Jazz 1.5 VX i DTEC,725000,36000,Diesel,Dealer,Manual
Honda BR-V i-VTEC VX MT,840000,30646,Petrol,Dealer,Manual
Maruti Wagon R VXI BS IV,365000,23600,Petrol,Dealer,Manual
Honda City i DTEC SV,665000,71318,Diesel,Dealer,Manual
Maruti 800 Std,50000,78098,Petrol,Individual,Manual
Hyundai EON Era Plus,225000,30000,Petrol,Individual,Manual
Hyundai i10 Era,229999,45000,Petrol,Individual,Manual
Hyundai Santro Xing GL,145000,67000,Petrol,Individual,Manual
Ford Figo Aspire Facelift,624000,14681,Diesel,Dealer,Manual
Hyundai Verna 1.4 VTVT,500000,25000,Petrol,Individual,Manual
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,750000,18054,Petrol,Dealer,Manual
Honda City i DTEC VX,785000,40000,Diesel,Individual,Manual
Hyundai i10 Sportz,225000,30000,Petrol,Individual,Manual
Hyundai Xcent 1.1 CRDi Base,300000,80000,Diesel,Individual,Manual
Hyundai i20 Asta 1.4 CRDi,680000,20000,Diesel,Individual,Manual
Mahindra TUV 300 T8,700000,40000,Diesel,Individual,Manual
Tata Indigo CS eLS BS IV,180000,120000,Diesel,Individual,Manual
Ford Fiesta 1.4 SXi TDCi ABS,270000,120000,Diesel,Individual,Manual
Maruti Swift Dzire VXi,370000,97000,Petrol,Individual,Manual
Mahindra Xylo H8 ABS with Airbags,1100000,70000,Diesel,Individual,Manual
Hyundai Accent CRDi,120000,120000,Diesel,Individual,Manual
Skoda Rapid 1.6 TDI PRESTIGE,430000,88000,Diesel,Individual,Manual
Maruti Swift ZDi,550000,38406,Diesel,Dealer,Manual
Hyundai Santro Xing GLS,320000,54350,Petrol,Dealer,Manual
Maruti Wagon R VXI BS IV,390000,32260,Petrol,Dealer,Manual
Renault Duster 85PS Diesel RxE,550000,58231,Diesel,Dealer,Manual
Maruti Swift VXI,370000,59858,Petrol,Dealer,Manual
Maruti Alto LXi BSIII,190000,73350,Petrol,Dealer,Manual
Renault Duster 110PS Diesel RxZ,509999,88473,Diesel,Dealer,Manual
Honda City S,450000,96987,Petrol,Dealer,Manual
Mercedes-Benz GLS 2016-2020 350d 4MATIC,5500000,77350,Diesel,Dealer,Automatic
Maruti Swift Dzire VDI,550000,61187,Diesel,Dealer,Manual
Mahindra Xylo E6,400000,68350,Diesel,Dealer,Manual
Ford EcoSport 1.5 TDCi Titanium BSIV,585000,81150,Diesel,Dealer,Manual
Hyundai Grand i10 1.2 Kappa Asta,500000,30000,Petrol,Individual,Manual
Maruti Ciaz ZXi,800000,30000,Petrol,Individual,Manual
Maruti Swift Vdi BSIII,265000,120000,Diesel,Individual,Manual
Ford Figo Diesel Titanium,175000,180000,Diesel,Individual,Manual
Fiat Palio 1.2 Sport,125000,50000,Petrol,Individual,Manual
Tata Manza Aqua Quadrajet BS IV,165000,80000,Diesel,Individual,Manual
Mahindra Verito 1.5 D2 BSIII,150000,280000,Diesel,Individual,Manual
Hyundai Creta 1.6 CRDi SX Option,1025000,90000,Diesel,Individual,Manual
Toyota Innova 2.5 VX (Diesel) 8 Seater,1030000,250000,Diesel,Individual,Manual
Chevrolet Cruze LT,380000,90000,Diesel,Individual,Manual
Maruti Swift Dzire LDi,250000,110000,Diesel,Individual,Manual
Maruti Zen LX,85000,80000,Petrol,Individual,Manual
Fiat Punto EVO 1.3 Dynamic,500000,35000,Diesel,Individual,Manual
Hyundai EON Era Plus,350000,15000,Petrol,Individual,Manual
Maruti Alto LXi BSIII,190000,52000,Petrol,Individual,Manual
Volkswagen Jetta 1.9 TDI Trendline,940000,140000,Diesel,Individual,Manual
Maruti Swift VXI,475000,60000,Petrol,Individual,Manual
Maruti Alto 800 LXI,300000,17000,Petrol,Individual,Manual
Chevrolet Beat LS,250000,70000,Petrol,Individual,Manual
Maruti Zen LX,93000,97000,Petrol,Individual,Manual
Ford Figo Diesel ZXI,290000,125000,Diesel,Individual,Manual
Tata Indica GLS BS IV,75000,300000,Petrol,Individual,Manual
Mahindra XUV500 W8 2WD,1000000,120000,Diesel,Individual,Manual
Hyundai i20 Asta 1.4 CRDi,550000,87000,Diesel,Individual,Manual
Fiat Punto 1.3 Emotion,285000,75000,Diesel,Individual,Manual
Tata Indigo Grand Petrol,240000,60000,Petrol,Individual,Manual
Hyundai Creta 1.6 VTVT S,850000,25000,Petrol,Individual,Manual
Hyundai i20 Active 1.2 SX,650000,26000,Petrol,Individual,Manual
Maruti Celerio Green VXI,365000,78000,CNG,Individual,Manual
Hyundai i20 Active 1.2 SX,650000,26000,Petrol,Individual,Manual
Chevrolet Sail 1.2 Base,260000,35000,Petrol,Individual,Manual
Tata Indigo Grand Petrol,250000,100000,Petrol,Individual,Manual
Tata New Safari 4X2,550000,80000,Petrol,Individual,Manual
Maruti Wagon R LXI,70000,90000,Petrol,Individual,Manual
Chevrolet Sail Hatchback LT ABS,225000,80000,Diesel,Individual,Manual
Honda City 1.3 EXI,145000,100000,Petrol,Individual,Manual
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,930000,20000,Diesel,Individual,Manual
Maruti Swift VXI,550000,51000,Petrol,Individual,Manual
Maruti Alto LX BSIII,85000,120000,Petrol,Individual,Manual
Hyundai EON Era Plus Sports Edition,280000,55000,Petrol,Individual,Manual
Hyundai EON Magna Plus,360000,6000,Petrol,Individual,Manual
Maruti Alto LXi,150000,40000,Petrol,Individual,Manual
Skoda Rapid 1.6 MPI AT Ambition BSIV,900000,15000,Petrol,Individual,Automatic
Ambassador CLASSIC 1500 DSL AC,120000,50000,Diesel,Individual,Manual
Fiat Linea T Jet Emotion,215000,90000,Petrol,Individual,Manual
Renault Scala Diesel RxL,550000,38500,Diesel,Individual,Manual
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,775000,35000,Petrol,Individual,Manual
Maruti Gypsy King HT BSIV,409999,49359,Petrol,Individual,Manual
Maruti 800 AC Uniq,65000,70000,Petrol,Individual,Manual
Maruti Wagon R LXI Minor,200000,90000,Petrol,Individual,Manual
Maruti Wagon R VXI BS IV,240000,50000,Petrol,Individual,Manual
Toyota Innova 2.5 VX 8 STR,800000,108731,Diesel,Individual,Manual
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,400000,120000,Diesel,Individual,Manual
Maruti Wagon R VXI BSIII,229999,40000,Petrol,Individual,Manual
Ford Ecosport 1.5 DV5 MT Titanium,580000,120000,Diesel,Individual,Manual
Toyota Corolla H2,175000,100000,Petrol,Individual,Manual
Maruti Ritz VDi,250000,110000,Diesel,Individual,Manual
Hyundai EON Magna Plus,320000,80000,Petrol,Individual,Manual
Nissan Micra Diesel XV,300000,90000,Diesel,Individual,Manual
Mahindra TUV 300 mHAWK100 T8,800000,60000,Diesel,Individual,Manual
Hyundai Verna SX AT Diesel,245000,75000,Diesel,Dealer,Automatic
Hyundai EON Magna Plus,300000,20000,Petrol,Individual,Manual
Hyundai Xcent 1.2 CRDi E,350000,80000,Diesel,Individual,Manual
Maruti Zen LX - BS III,70000,105700,Petrol,Individual,Manual
Maruti Celerio VXI Optional,430999,14000,Petrol,Dealer,Manual
Chevrolet Spark 1.0,80000,70000,Petrol,Individual,Manual
Maruti Alto 800 LXI Optional,335000,28000,Petrol,Dealer,Manual
Maruti Eeco 7 Seater Standard BSIV,350000,51000,Petrol,Dealer,Manual
Maruti Alto 800 LXI Opt BSIV,315000,56000,Petrol,Dealer,Manual
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,1100000,35000,Diesel,Individual,Automatic
Maruti Esteem Lxi - BSIII,80000,24000,Petrol,Individual,Manual
Maruti Alto K10 VXI Optional,285000,64000,Petrol,Dealer,Manual
Tata Indigo TDI,100000,120000,Diesel,Individual,Manual
Maruti Alto LXi,225000,37091,Petrol,Individual,Manual
Volvo XC 90 D5 Inscription BSIV,4500000,80000,Diesel,Individual,Automatic
Maruti Alto K10 VXI,320000,38900,Petrol,Individual,Manual
Hyundai Creta 1.6 CRDi SX Plus,1249000,60000,Diesel,Individual,Manual
Maruti Wagon R LXI Minor,120000,110000,Petrol,Individual,Manual
Volkswagen Vento Diesel Trendline,200000,100000,Diesel,Individual,Manual
Hyundai Creta 1.6 CRDi SX,1151000,85000,Diesel,Individual,Manual
Tata Indica Vista Quadrajet LS,120000,140000,Diesel,Individual,Manual
Renault KWID RXT,220000,20000,Petrol,Individual,Manual
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,750000,15000,Petrol,Individual,Manual
Mahindra TUV 300 T10 Dual Tone,784000,40000,Diesel,Individual,Manual
Honda Jazz 1.2 S i VTEC,500000,50000,Petrol,Individual,Manual
Hyundai EON Era Plus,350000,20000,Petrol,Individual,Manual
Mahindra XUV500 W7 AT BSIV,1400000,50000,Diesel,Individual,Automatic
Mahindra Thar CRDe AC,600000,100000,Diesel,Individual,Manual
Hyundai Grand i10 1.2 Kappa Magna BSIV,525000,9400,Petrol,Individual,Manual
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,930000,12000,Diesel,Individual,Manual
Maruti Eeco 5 STR With AC Plus HTR CNG,440000,14100,CNG,Dealer,Manual
Maruti Celerio ZXI,434999,21000,Petrol,Dealer,Manual
Hyundai i10 Magna,250000,28000,Petrol,Dealer,Manual
Maruti Ertiga SHVS ZDI Plus,940000,35000,Diesel,Dealer,Manual
Hyundai Verna 1.6 CRDi AT SX,1050000,31000,Diesel,Dealer,Automatic
Maruti Ertiga SHVS ZDI,825000,58000,Diesel,Dealer,Manual
Maruti Wagon R VXI Minor,229999,25000,Petrol,Individual,Manual
Hyundai i20 1.2 Asta,375000,72000,Petrol,Dealer,Manual
Maruti Ertiga ZDI,640000,89000,Diesel,Dealer,Manual
Toyota Innova 2.5 V Diesel 8-seater,800000,160000,Diesel,Dealer,Manual
Ford Figo Petrol ZXI,130000,30000,Petrol,Individual,Manual
Hyundai i10 Sportz 1.1L,300000,37555,Petrol,Dealer,Manual
Maruti Wagon R VXI BS IV,440000,14000,Petrol,Dealer,Manual
Maruti Ertiga VXI CNG,595000,56600,CNG,Dealer,Manual
Mahindra Scorpio EX,450000,110000,Diesel,Individual,Manual
Maruti Vitara Brezza VDi Option,690000,50000,Diesel,Individual,Manual
Maruti Alto 800 VXI,300000,5000,Petrol,Individual,Manual
Chevrolet Sail 1.2 Base,170000,100000,Petrol,Individual,Manual
Toyota Etios Liva GD SP,280000,120000,Diesel,Individual,Manual
Maruti Swift VXI BSIII,220000,67580,Petrol,Individual,Manual
Hyundai Santro Xing GLS,140000,100000,Petrol,Individual,Manual
Maruti Esteem Lxi,45000,60000,Petrol,Individual,Manual
Ford Figo Diesel Titanium,200000,125000,Diesel,Individual,Manual
Mahindra Scorpio 2.6 Turbo 7 Str,325000,120000,Diesel,Individual,Manual
Hyundai Verna CRDi SX,300000,130000,Diesel,Individual,Manual
Maruti 800 AC,120000,250000,Petrol,Individual,Manual
Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual
Honda City i DTEC S,520000,82000,Diesel,Individual,Manual
Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890,Petrol,Dealer,Automatic
